phrase,Lengthy
"This event was advanced and informative, but the management was lacking. Overall, it was decent.",0
"It was a beginner-friendly event with informative content. However, it was too short.",0
"The event was advanced and informative, but it suffered from bad management.",0
"The event was overall good with good resources. It was beginner-friendly, but the content was too short.",0
"This session was both advanced and informative, with good management and resources.",0
"I would say it was beginner-friendly, but the management was bad. The content was informative, though.",0
"The session had advanced topics and bad management. Unfortunately, it ended up being bad.",0
"It was a short and sweet session. However, the lack of informative content made it somewhat bad.",0
"The session's length was just right, and the content was informative and knowledgeable. The management was good, too.",0
"This session was advanced and informative, but the management was lacking. Overall, it was decent.",0
